Elo Rank,Player,Age,Elo,,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,,Peak Elo,Peak Month,,WTA Rank,Log diff
277,Selena Janicijevic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SelenaJanicijevic),22.5,1450.7,,278,1411.8,240,1433.4,210,1447.8,,1572.1,2024-07,,173,0.47
278,Yuliya Hatouka (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YuliyaHatouka),24.7,1448.9,,300,1395.7,228,1441,339,1360.7,,1578.6,2023-05,,535,-0.65
279,Iryna Shymanovich (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IrynaShymanovich),27.6,1447.4,,253,1432.9,264,1415,396,1333.4,,1626.9,2023-08,,226,0.21
280,Ylena In Albon (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YlenaInAlbon),25.8,1446.5,,337,1353.1,239,1435.5,287,1388.7,,1578.8,2019-02,,321,-0.14
281,Beatrice Ricci (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BeatriceRicci),21.2,1445.9,,363,1337.9,244,1430,301,1384.4,,1473.2,2024-09,,380,-0.3
282,Valentina Ryser (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValentinaRyser),23.8,1445.2,,283,1409.1,431,1264.5,209,1448.2,,1517.8,2024-07,,266,0.06
283,Meiling Wang (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MeilingWang),24.9,1445.1,,276,1413.1,309,1372.2,269,1397.5,,1495,2024-06,,333,-0.16
284,Matilde Paoletti (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MatildePaoletti),21.9,1444.6,,321,1373.2,238,1435.8,340,1359.1,,1587.4,2023-07,,416,-0.38
285,Camilla Rosatello (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CamillaRosatello),29.6,1444.5,,305,1388.9,263,1416.2,384,1339.3,,1502.5,2025-01,,331,-0.15
286,Mei Yamaguchi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MeiYamaguchi),25.7,1443.8,,266,1417.8,350,1336.9,319,1374,,1505.1,2025-02,,261,0.09
287,Kaitlin Quevedo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaitlinQuevedo),18.7,1443.6,,296,1398.4,276,1404.8,270,1396.8,,1509.9,2024-11,,305,-0.06
288,Sohyun Park (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SohyunPark),22.6,1443.5,,251,1436.3,313,1370.5,178,1471.8,,1534.9,2019-09,,316,-0.09
289,Cristina Andreea Mitu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CristinaAndreeaMitu),32.7,1443.2,,354,1342.4,235,1437.4,342,1358.8,,1666.9,2015-05,,537,-0.62
290,Renata Jamrichova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RenataJamrichova),17.6,1443.1,,272,1415.6,287,1387.5,352,1355,,1577.3,2022-11,,309,-0.06
291,Tessah Andrianjafitrimo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TessahAndrianjafitrimo),26.3,1441.5,,285,1408.4,280,1396.5,315,1377.9,,1528.2,2024-09,,248,0.16
292,Tiantsoa Sarah Rakotomanga Rajaonah (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TiantsoaSarahRakotomangaRajaonah),,1441.4,,306,1387.6,237,1435.9,273,1395.7,,1484.4,2024-10,,299,-0.02
293,Tara Wurth (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TaraWurth),22.1,1441.1,,349,1345.7,246,1428.1,274,1395.5,,1657.4,2022-07,,298,-0.02
294,Haruka Kaji (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HarukaKaji),30.4,1440.2,,262,1421.6,306,1374.9,222,1433.7,,1500.6,2024-11,,252,0.15
295,Sofia Costoulas (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiaCostoulas),19.8,1440.2,,271,1415.8,335,1349.7,275,1395.1,,1467.3,2024-12,,297,-0.01
296,Hannah Klugman (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HannahKlugman),15.7,1439.5,,308,1386.8,299,1379.7,304,1383.1,,1455.5,2024-12,,587,-0.68
297,Tena Lukas (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TenaLukas),29.6,1437,,373,1324.9,219,1453.4,323,1372.3,,1541.7,2018-07,,281,0.06
298,Laura Samson (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LauraSamson),16.9,1435.4,,307,1387.4,250,1426.7,280,1392.7,,1499.3,2025-01,,324,-0.08
299,Guiomar Maristany Zuleta De Reales (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GuiomarMaristanyZuletaDeReales),26,1435.2,,381,1315,204,1472,281,1392.6,,1569.3,2024-10,,234,0.25
300,Jenny Duerst (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JennyDuerst),25.5,1434.4,,323,1369.4,233,1438.1,283,1392.2,,1514.8,2024-09,,373,-0.22
301,Kateryna Bondarenko (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaterynaBondarenko),38.2,1432.4,,275,1413.6,291,1384.8,188,1461.5,,1966.8,2009-10,,580,-0.66
302,Anastasiya Soboleva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiyaSoboleva),20.8,1431.1,,302,1394,255,1422,360,1351.8,,1529.1,2024-10,,219,0.32
303,Daria Kudashova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DariaKudashova),21.9,1429.6,,281,1411.3,351,1336.4,284,1389.8,,1521.4,2024-11,,362,-0.18
304,Kayla Cross (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaylaCross),19.8,1429.3,,269,1417.1,341,1344.2,285,1389.6,,1449.9,2025-01,,250,0.2
305,Carol Zhao (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolZhao),29.6,1425.7,,279,1411.8,324,1357.2,322,1373.1,,1531,2017-11,,260,0.16
306,Marina Melnikova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarinaMelnikova),35.5,1425.6,,293,1399.3,294,1382.7,313,1379.1,,1481.3,2024-02,,562,-0.61
307,Karina Miller (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KarinaMiller),22.8,1425.5,,261,1423.7,370,1321.8,290,1387.8,,1481.3,2024-11,,338,-0.1
308,Raluka Serban (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RalukaSerban),27.6,1424.7,,311,1385.1,257,1421.5,358,1353.2,,1624.5,2022-04,,208,0.39
309,Sada Nahimana (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SadaNahimana),23.5,1424,,388,1306.8,268,1410.7,292,1387,,1543.6,2022-08,,332,-0.07
310,Petra Hule (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PetraHule),25.9,1421.1,,282,1409.9,326,1356.7,295,1385.5,,1499.6,2024-02,,326,-0.05
311,Mingge Xu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MinggeXu),17.3,1421,,273,1415,365,1325.5,461,1295.1,,1460.9,2024-10,,451,-0.37
312,Diana Martynov (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DianaMartynov),23.5,1420.8,,317,1375.4,305,1375.2,296,1385.4,,1495.2,2024-10,,382,-0.2
313,Irene Burillo Escorihuela (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IreneBurilloEscorihuela),27.5,1420.8,,335,1357.2,256,1421.9,359,1351.9,,1529.6,2024-06,,223,0.34
314,Alexandra Shubladze (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraShubladze),19,1420.3,,264,1419.4,360,1327.8,298,1385.2,,1444.7,2024-09,,432,-0.32
315,Caroline Uebelhoer (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolineUebelhoer),28.6,1420,,371,1326.3,234,1437.7,299,1385,,1482.5,2024-09,,357,-0.13
316,Valeria Savinykh (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValeriaSavinykh),33.6,1419.8,,301,1394.6,417,1280.6,361,1351.3,,1685.5,2012-03,,489,-0.44
317,Liv Hovde (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LivHovde),19,1418.7,,274,1414.3,367,1323.9,355,1353.8,,1563.7,2024-06,,337,-0.06
318,Noma Noha Akugue (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NomaNohaAkugue),21.2,1417.5,,339,1350.3,259,1419.5,449,1306.4,,1651.6,2023-08,,224,0.35
319,Francisca Jorge (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FranciscaJorge),24.8,1416.4,,318,1374.8,284,1390.9,249,1413.2,,1559.5,2023-12,,254,0.23
320,Usue Maitane Arconada (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=UsueMaitaneArconada),26.2,1416,,286,1408.3,406,1295.2,326,1370.2,,1640.1,2019-09,,399,-0.22
321,Aurora Zantedeschi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AuroraZantedeschi),23.9,1414.7,,404,1294.8,289,1385.6,306,1382.3,,1454.9,2023-08,,393,-0.2
322,Jaimee Fourlis (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JaimeeFourlis),25.3,1414.3,,327,1365.5,296,1382,206,1450.7,,1582.4,2019-08,,315,0.02
323,Sara Cakarevic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SaraCakarevic),27.8,1414.1,,341,1348.3,290,1385,308,1382.1,,1468.7,2024-10,,325,-0.01
324,Stacey Fung (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=StaceyFung),28,1411.4,,289,1401.6,392,1304.3,309,1380.7,,1453.6,2024-11,,274,0.17
325,Miriam Bianca Bulgaru (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MiriamBiancaBulgaru),26.3,1411.3,,395,1303.8,247,1427.7,332,1363.7,,1590.6,2024-10,,211,0.43
326,Han Shi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HanShi),19.6,1409.4,,324,1369.3,242,1431.9,311,1379.7,,1593.1,2024-08,,205,0.46
327,Himeno Sakatsume (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HimenoSakatsume),23.5,1409,,290,1401.1,363,1326.7,335,1362.2,,1544.4,2023-09,,270,0.19
328,Fangran Tian (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FangranTian),21.4,1409,,295,1398.7,374,1319.5,312,1379.5,,1492.2,2024-12,,445,-0.31
329,Nastasja Schunk (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NastasjaSchunk),21.4,1406.5,,291,1400.7,322,1361.4,181,1469.1,,1665.3,2022-05,,314,0.05
330,Alina Charaeva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlinaCharaeva),22.7,1404.1,,320,1373.9,312,1371,316,1377,,1588.4,2024-10,,291,0.13
331,Leonie Kung (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeonieKung),24.3,1402.4,,292,1399.5,380,1314.5,375,1344.1,,1624.1,2021-03,,200,0.5
332,Akasha Urhobo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AkashaUrhobo),18,1399.9,,377,1320.4,273,1406.6,317,1375,,1493.4,2024-06,,290,0.14
333,Margaux Rouvroy (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MargauxRouvroy),23.9,1399.8,,331,1362.7,311,1371.4,318,1374.9,,1499.7,2024-06,,236,0.34
334,Amandine Hesse (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmandineHesse),32.1,1399.5,,322,1372.8,328,1356.7,434,1312.7,,1562.8,2015-09,,272,0.21
335,Seone Mendez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SeoneMendez),25.2,1399.3,,357,1341.6,303,1375.7,379,1341.6,,1485.1,2022-03,,607,-0.59
336,Robin Anderson (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RobinAnderson),31.7,1399.1,,309,1386.5,395,1303.6,362,1351.3,,1630.3,2019-03,,361,-0.07
337,Irina Bara (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IrinaBara),29.7,1399.1,,366,1333.9,288,1385.8,451,1304.2,,1650.8,2018-07,,251,0.29
338,Fangzhou Liu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FangzhouLiu),28.8,1398.6,,312,1382.8,448,1249.3,392,1335.5,,1632.9,2015-03,,378,-0.11
339,Darja Vidmanova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DarjaVidmanova),22,1397.6,,314,1381.1,332,1352.5,320,1373.8,,1501.3,2024-10,,327,0.04
340,Vivian Wolff (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VivianWolff),26.3,1396.9,,315,1378.6,361,1327.6,321,1373.5,,1450.8,2024-05,,394,-0.15
341,Dejana Radanovic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DejanaRadanovic),28.3,1394.1,,378,1319.1,285,1390.1,368,1347.8,,1486.5,2019-05,,374,-0.09
342,Hanyu Guo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HanyuGuo),26.7,1391.3,,316,1377.2,388,1310.8,325,1370.7,,1481.1,2017-10,,392,-0.14
343,Lina Gjorcheska (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LinaGjorcheska),30.4,1389,,385,1312.5,265,1414.9,310,1380.7,,1625.5,2017-04,,293,0.16
344,Ya Hsuan Lee (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YaHsuanLee),28.8,1388.5,,297,1397.3,435,1259.5,327,1369.2,,1481.7,2024-04,,479,-0.33
345,Emily Appleton (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmilyAppleton),25.4,1387.9,,333,1360.1,428,1267.5,369,1347.8,,1426.6,2024-06,,381,-0.1
346,Ekaterine Gorgodze (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterineGorgodze),32.9,1385.7,,384,1312.6,297,1380.8,278,1392.8,,1578.5,2021-07,,385,-0.11
347,Fanny Stollar (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FannyStollar),25.8,1385.1,,325,1368.9,321,1361.5,431,1314.6,,1638.1,2018-10,,545,-0.45
348,Gergana Topalova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GerganaTopalova),24.5,1383.9,,485,1205.2,316,1368.4,348,1356.3,,1458,2024-07,,339,0.03
349,Francesca Curmi (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FrancescaCurmi),22.5,1383.4,,329,1364.4,362,1327.6,329,1366.7,,1448.9,2023-07,,452,-0.26
350,Georgia Pedone (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GeorgiaPedone),20.3,1382.9,,483,1207.9,252,1426.1,407,1326.5,,1541.3,2024-09,,199,0.56
351,Ankita Raina (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnkitaRaina),32.1,1382.4,,340,1350,307,1374.2,427,1315.4,,1504.1,2018-04,,294,0.18
352,Martyna Kubka (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MartynaKubka),23.7,1382.1,,332,1361.7,369,1321.9,330,1366,,1453.3,2024-06,,389,-0.1
353,Deborah Chiesa (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DeborahChiesa),28.2,1380.7,,346,1347.1,327,1356.7,387,1336.8,,1568.1,2018-05,,411,-0.15
354,Ziva Falkner (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZivaFalkner),22.5,1379.9,,304,1393,308,1372.4,216,1440,,1595.1,2023-07,,490,-0.33
355,Lucia Cortez Llorca (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LuciaCortezLlorca),24.4,1378.5,,425,1268.4,260,1418.4,331,1364.2,,1483,2024-08,,336,0.06
356,Maria Mateas (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaMateas),25.5,1377.8,,330,1364.4,364,1326.3,218,1438.9,,1513.4,2017-09,,235,0.42
357,Anastasia Tikhonova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaTikhonova),24,1377.4,,351,1344.3,314,1368.8,265,1403.6,,1567.1,2024-03,,308,0.15
358,Elvina Kalieva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElvinaKalieva),21.5,1377.4,,394,1304,278,1397.8,460,1295.7,,1581.5,2023-07,,267,0.29
359,Amandine Monnot (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmandineMonnot),22.7,1375.8,,376,1321.6,337,1346.8,333,1362.9,,1402.2,2024-10,,506,-0.34
360,Anna Gabric (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaGabric),26.7,1375.2,,400,1299.8,286,1390,334,1362.6,,1454.2,2023-09,,575,-0.47
361,Isabella Shinikova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabellaShinikova),33,1373.9,,310,1385.3,416,1280.9,478,1285,,1618.4,2019-10,,377,-0.04
362,Emeline Dartron (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmelineDartron),24.8,1372.6,,361,1339.3,410,1289.4,336,1361.3,,1451.1,2024-10,,364,-0.01
363,Cadence Brace (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CadenceBrace),19.9,1372.2,,313,1381.8,482,1195.9,337,1361.1,,1465.4,2023-01,,300,0.19
364,Despina Papamichail (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DespinaPapamichail),31.9,1371.8,,334,1357.7,386,1312.7,293,1386.9,,1532.6,2013-09,,269,0.3
365,Katrina Scott (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatrinaScott),20.3,1371.7,,343,1348.3,355,1333.5,447,1308.1,,1655,2022-08,,307,0.17
366,Anna Sinclair Rogers (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaSinclairRogers),26.9,1371.7,,362,1338.6,383,1313,338,1360.8,,1414,2025-02,,264,0.33
367,Gabriela Lee (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GabrielaLee),29.4,1371.7,,422,1279.9,298,1380.2,466,1293.6,,1522.2,2022-05,,398,-0.08
368,Matilde Jorge (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MatildeJorge),20.8,1367.9,,356,1341.9,339,1344.8,341,1359,,1425.4,2025-01,,286,0.25
369,Shrivalli Rashmikaa Bhamidipaty (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ShrivalliRashmikaaBhamidipaty),23.2,1364.4,,355,1342.3,404,1297.2,345,1357.2,,1487.6,2024-02,,310,0.17
370,Hong Yi Cody Wong (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HongYiCodyWong),22.8,1363.6,,370,1329.1,373,1319.8,346,1356.8,,1419.2,2025-01,,346,0.07
371,Kajsa Rinaldo Persson (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KajsaRinaldoPersson),27.2,1363.5,,326,1366.5,436,1259.5,347,1356.8,,1414.3,2024-02,,303,0.2
372,Zhibek Kulambayeva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZhibekKulambayeva),24.7,1361.7,,447,1243.5,304,1375.5,350,1355.8,,1431.2,2024-09,,322,0.14
373,Ekaterina Maklakova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterinaMaklakova),20.8,1360.9,,348,1346,408,1293.1,351,1355.4,,1478.9,2024-03,,525,-0.34
374,Aneta Kladivova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnetaKladivova),24.7,1359,,415,1287.3,295,1382.4,353,1354.5,,1499.6,2024-08,,350,0.07
375,Jesika Maleckova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JesikaMaleckova),30.5,1358.8,,379,1316.4,345,1341,442,1310.1,,1522.6,2016-06,,406,-0.08
376,Sahaja Yamalapalli (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SahajaYamalapalli),24.3,1358.4,,364,1335.4,434,1260.8,354,1354.2,,1430.1,2024-12,,301,0.22
377,Dalila Jakupovic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DalilaJakupovic),33.8,1358,,345,1347.2,357,1332.7,425,1315.6,,1729.1,2018-07,,241,0.45
378,Polina Iatcenko (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PolinaIatcenko),21.2,1357.6,,344,1347.5,407,1293.8,356,1353.8,,1397.7,2025-02,,433,-0.14
379,Pia Lovric (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PiaLovric),22.3,1357.6,,360,1340.5,333,1350,228,1428.8,,1530.2,2022-04,,470,-0.22
380,Evialina Laskevich (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EvialinaLaskevich),20.2,1357.3,,352,1344.1,442,1255.7,357,1353.7,,1574.6,2024-07,,329,0.14
381,Conny Perrin (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ConnyPerrin),33.8,1357,,440,1250.6,320,1362.2,297,1385.4,,1571.9,2018-08,,676,-0.57
382,Sophie Chang (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SophieChang),27.7,1356.8,,350,1345.5,384,1313,377,1342.6,,1490.7,2021-08,,255,0.4
383,Vaidehi Chaudhari (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VaidehiChaudhari),25,1354.4,,358,1341.1,249,1427.2,233,1427.2,,1445.8,2024-01,,368,0.04
384,Nigina Abduraimova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NiginaAbduraimova),30.1,1353,,359,1340.9,414,1284.1,393,1334.8,,1518.6,2014-09,,557,-0.37
385,Jia Jing Lu (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JiaJingLu),35.2,1351.7,,369,1330.6,389,1310.7,496,1261.1,,1519.3,2021-01,,271,0.35
386,Urszula Radwanska (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=UrszulaRadwanska),34.2,1349.6,,372,1325.7,319,1363.5,381,1340,,1867.9,2012-09,,458,-0.17
387,Cagla Buyukakcay (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CaglaBuyukakcay),35.3,1348.8,,338,1352.4,377,1316.5,513,1216.8,,1716.8,2016-05,,335,0.14
388,Misaki Matsuda (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MisakiMatsuda),26,1348.6,,368,1330.9,347,1339.9,365,1349.3,,1456.9,2022-08,,480,-0.21
389,Eden Silva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EdenSilva),28.6,1348.4,,413,1288.3,368,1323.2,488,1274.5,,1371.3,2024-04,,889,-0.83
390,Priska Madelyn Nugroho (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PriskaMadelynNugroho),21.6,1348.3,,380,1315.7,253,1424.2,239,1424.2,,1558.4,2020-03,,318,0.2
391,Xiaodi You (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XiaodiYou),28.6,1347.7,,365,1335.2,390,1308.1,468,1293.2,,1490.8,2019-10,,313,0.22
392,Martina Okalova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MartinaOkalova),27.4,1347.6,,446,1245.6,318,1365.1,367,1348.8,,1386.5,2024-11,,477,-0.2
393,Audrey Albie (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AudreyAlbie),29.9,1345.1,,328,1365,439,1257.7,370,1347.5,,1604.7,2019-01,,410,-0.04
394,Yaroslava Bartashevich (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YaroslavaBartashevich),19.9,1344.6,,409,1293,387,1311.9,371,1347.3,,1367.1,2025-02,,453,-0.14
395,Natalija Stevanovic (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NatalijaStevanovic),30.5,1344.1,,399,1302.2,315,1368.7,272,1395.8,,1588.6,2023-07,,344,0.14
396,Anastasiia Gureva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiiaGureva),19.9,1341.7,,347,1346.1,456,1243.2,373,1345.9,,1546.3,2024-02,,617,-0.44
397,Lucija Ciric Bagaric (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LucijaCiricBagaric),21.1,1341.1,,390,1305.6,400,1301,414,1321.2,,1526.9,2024-07,,278,0.36
398,Rutuja Bhosale (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RutujaBhosale),28.5,1340.4,,387,1309.3,349,1337,243,1420.2,,1656.3,2012-02,,551,-0.33
399,Carolina Kuhl (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolinaKuhl),19.8,1338.2,,434,1254.8,344,1341,376,1344.1,,1359.2,2024-09,,407,-0.02
400,Stephanie Wagner (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=StephanieWagner),30.4,1337.9,,405,1293.8,342,1342.8,438,1311.6,,1421.7,2019-07,,376,0.06
401,Ye Xin Ma (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YeXinMa),25.6,1336.9,,389,1306.4,489,1189.2,398,1332.9,,1428.3,2023-09,,247,0.48
402,Julie Struplova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JulieStruplova),20,1334.4,,408,1293.3,378,1316.3,378,1342.2,,1362.2,2024-05,,306,0.27
403,Eva Guerrero Alvarez (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EvaGuerreroAlvarez),25.4,1333.1,,417,1286.4,353,1334.6,416,1319.1,,1505.3,2021-04,,596,-0.39
404,Anastasia Kulikova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaKulikova),24.8,1331.2,,374,1324.9,358,1330.4,411,1323.3,,1656.1,2021-07,,363,0.11
405,Thaisa Grana Pedretti (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ThaisaGranaPedretti),25.5,1330.8,,382,1315,405,1297,380,1340.4,,1405,2024-09,,644,-0.46
406,Gina Feistel (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GinaFeistel),21.8,1329.7,,429,1259.6,334,1349.9,382,1339.9,,1552.7,2024-07,,302,0.3
407,Nicole Fossa Huergo (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NicoleFossaHuergo),29.6,1328.7,,441,1249.9,346,1340.7,383,1339.4,,1427.8,2024-12,,262,0.44
408,Carolina Alves (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolinaAlves),28.6,1327.2,,383,1314.4,382,1313.2,472,1289.3,,1549.5,2022-05,,285,0.36
409,Maria Kozyreva (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaKozyreva),25.6,1326.5,,397,1302.8,372,1320.4,385,1338.3,,1560.1,2024-03,,441,-0.08
410,Daria Lodikova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DariaLodikova),28.5,1323.8,,451,1241.3,381,1314.4,386,1336.9,,1414.5,2024-10,,330,0.22
411,Alevtina Ibragimova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlevtinaIbragimova),20,1322.9,,414,1287.5,359,1328.1,388,1336.5,,1476.5,2024-09,,341,0.19
412,Ekaterina Makarova (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EkaterinaMakarova),29,1322.2,,428,1261.4,352,1335.8,506,1245.6,,1447.3,2023-05,,233,0.57
413,Lesley Pattinama Kerkhove (https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LesleyPattinamaKerkhove),32.6,1321.9,,386,1310.5,419,1279.9,413,1321.6,,1601.2,2021-08,,717,-0.55
